NAME	DESCRIPTION	SK_MEL_301T	SK_MEL_311AT	SK_MEL_321AT	SK_MEL_337T	SK_MEL_351T	SK_MEL_363T	SK_MEL_381T	SK_MEL_389	SK_MEL_394T	SK_MEL_398T	SK_MEL_430T	SK_MEL_445T	SK_MEL_455T	SK_MEL_539T	SK_MEL_499	SK_MEL_526T	SK_MEL_540	SK_MEL_551AT	SK_MEL_560_2T	SK_MEL_566_1	SK_MEL_574	SK_MEL_581_1T	SK_MEL_598_1T	SK_MEL_641_1
ARMC9	ARMC9	23.5229	6.0246	9.00178	12.1355	5.56707	10.7514	25.5333	27.1513	3.28983	4.72497	0.776035	22.1953	7.24373	8.70724	10.066	77.6122	6.30873	9.60813	5.77758	23.0339	6.82078	6.86572	7.35825	10.6634
ARMCX1	ARMCX1	10.6837	7.17669	28.9273	12.8677	5.08183	3.42482	16.8902	20.5094	6.64559	13.7724	3.58697	25.7681	12.6865	6.83472	11.1866	15.21	5.95862	10.4624	26.6228	23.1055	16.4055	13.9721	13.0311	16.9836
ARMCX2	ARMCX2	38.2508	20.2632	1.84238	7.68932	1.83244	4.98244	26.4594	5.22174	5.95371	14.6028	6.91592	24.4766	24.5458	4.4919	6.31305	21.1318	23.4733	2.51991	33.0017	0.980901	28.8217	22.5867	12.9348	9.56522
ARMCX3	ARMCX3	17.5446	25.6224	22.5032	25.6393	10.0461	13.2079	21.4913	22.2177	13.5704	26.0975	11.762	52.7672	37.3626	16.1157	20.235	52.1341	26.2817	25.2356	39.8894	2.07211	28.6417	28.4975	31.1841	32.1659
ARMCX5	ARMCX5	8.66744	7.05349	4.35526	7.31131	4.11221	1.30738	6.40636	7.50174	3.39669	14.9007	3.40308	6.34615	6.75764	5.44516	6.33583	8.35616	6.38406	6.38009	5.9252	7.96232	6.52731	7.28117	6.72038	7.19364
ARMCX6	ARMCX6	23.4777	33.5609	28.0549	15.4018	8.92984	9.31401	23.1482	18.4159	21.1815	22.9404	20.6378	18.3572	22.0516	24.9357	16.8509	43.9191	19.5245	17.7627	22.4148	8.73077	25.1712	22.4087	23.5283	14.1312
ARNT	ARNT	15.7867	7.64319	7.16532	14.78	9.22253	14.5025	12.452	10.5768	10.8706	9.61065	10.0277	15.6537	13.3966	8.58326	8.59712	18.6627	18.5121	17.0408	5.51157	11.8754	10.6393	8.67449	12.4646	20.5418
ARNT2	ARNT2	7.08247	31.8754	0.475403	17.8246	12.2508	5.15058	29.9713	11.9983	5.57159	10.8129	1.53851	22.6337	19.0091	21.0012	8.81429	27.351	44.3427	17.3561	21.2362	20.0735	45.6494	22.1911	38.7456	6.06989
ARNTL	ARNTL	5.41015	2.20749	3.323	1.91009	1.95263	3.6848	2.34344	3.57886	3.30627	3.1174	8.50002	7.66692	2.88107	3.13427	3.76646	3.89715	3.04128	5.50678	2.92397	4.29258	1.68775	2.55403	3.58355	3.45648
ARPC1A	ARPC1A	126.554	136.22	172.754	48.2566	54.3898	153.683	139.754	105.564	44.8522	96.7248	38.3694	66.9618	148.027	168.673	103.622	225.237	247.074	91.9343	211.01	84.902	126.897	176.307	43.7508	89.457
ARPC1B	ARPC1B	49.855	460.847	189.125	149.419	259.499	312.229	475.802	290.798	333.182	427.653	326.042	161.229	298.803	398.313	218.433	614.222	405.334	507.182	405.842	349.709	494.734	946.352	182.784	148.806
ARPC2	ARPC2	123.261	133.307	385.984	188.909	224.895	161.74	178.271	338.656	215.991	174.63	271.485	199.005	144.194	144.381	214.054	223.705	108.314	288.713	93.1821	252.137	146.58	167.294	181.429	139.171
ARPC3	ARPC3	144.153	150.029	173.621	138.537	179.372	195.523	155.096	223.583	235.771	137.675	285.565	156.986	137.148	105.794	264.196	174.892	113.825	245.113	176.54	126.548	174.961	246.195	190.14	206.428
ARPC3P1	ARPC3P1	1.53091	1.37931	1.53683	1.55148	1.85045	1.98746	1.26013	2.27193	1.7447	1.17228	2.796	1.52905	1.4501	1.13842	2.65847	1.79185	1.0063	2.53106	2.21225	1.38569	1.47617	2.53979	1.79864	2.11939
ARPC4	ARPC4	192.226	93.5116	184.175	88.0522	160.844	123.386	171.18	157.377	178.208	118.976	195.578	126.667	111.519	78.0864	131.462	194.979	90.131	203.905	81.1519	162.663	173.974	167.102	125.311	113.516
ARPC4-TTLL3	ARPC4-TTLL3	7.74756	4.69997	4.24884	8.7305	3.83284	2.2379	4.18018	6.41536	8.77505	4.88384	12.3268	8.04261	3.86784	7.15605	7.30661	3.27354	4.33051	4.54834	4.05953	9.17162	8.03279	6.32414	4.2035	5.13611
ARPC5	ARPC5	144.91	134.852	124.875	88.0868	126.499	132.168	118.869	176.854	118.062	112.462	124.211	137.658	86.7423	60.6289	151.62	157.055	81.9114	159.274	42.8994	132.958	109.184	139.401	135.872	151.972
ARPC5L	ARPC5L	35.9141	23.7467	60.0242	20.0879	35.1539	29.4045	38.705	37.6074	29.5804	18.5887	50.4314	40.0379	28.5776	38.4966	30.4208	21.9932	14.7553	35.9061	27.7696	32.2506	30.2954	26.0735	27.0961	25.2037
ARPP19	ARPP19	24.7395	35.5425	53.7019	25.8117	25.4627	25.9279	21.1204	47.0144	18.4944	21.026	20.0535	40.5255	61.4176	51.4956	43.4825	60.4938	67.8845	30.6325	45.7237	77.0311	73.9653	44.4766	29.3484	42.3683
ARRB1	ARRB1	2.27232	9.23019	6.59314	73.0042	21.9974	21.217	24.7964	15.7229	14.8223	6.59391	9.41643	10.6452	15.4721	12.138	9.91767	14.7966	8.66066	17.3637	3.95592	1.76078	5.41522	12.457	8.70735	13.7004
ARRB2	ARRB2	40.1527	16.8601	18.8772	21.9321	41.6064	33.3982	13.8844	13.8844	97.1133	30.7919	59.2769	34.6887	10.5696	12.8769	43.7014	15.8382	12.5996	58.895	9.02427	15.0182	6.19542	29.484	34.314	12.3246
ARRDC1	ARRDC1	5.99945	19.6849	24.1422	9.42658	15.7153	17.6141	18.5031	10.6948	29.0168	12.202	37.0332	12.2975	15.3492	13.741	20.9035	12.4614	6.71366	17.9843	10.8971	14.9056	8.70243	22.4004	17.5324	5.41466
ARRDC2	ARRDC2	2.63613	15.3541	9.4598	7.99034	9.01739	10.7157	17.7775	9.74887	37.107	11.4181	30.2981	7.36324	7.41534	5.97705	12.0358	4.70416	5.31722	8.86206	7.29936	5.64073	6.91673	7.56043	7.45771	8.44862
ARRDC3	ARRDC3	14.6277	45.698	10.9749	25.8054	31.4718	13.963	11.8527	22.3307	17.1674	9.28715	27.8047	66.1589	14.5951	8.61854	33.7176	12.6483	14.2845	11.9954	11.8437	25.6416	28.6357	26.3484	10.775	113.354
ARRDC4	ARRDC4	1.9659	5.92572	2.38794	5.4659	6.57112	3.12666	7.10048	9.94856	7.69965	11.6832	5.54212	3.27458	3.5217	9.19682	14.6228	3.32838	5.86982	5.31433	3.85336	2.39428	7.93167	8.45406	3.8717	7.56677
ARSA	ARSA	20.8317	22.3765	17.6226	11.2741	43.3723	23.4582	30.9158	7.34629	28.4939	23.7255	31.2648	18.3154	5.32055	29.0237	25.4852	13.3833	13.76	25.7078	28.4858	22.8115	13.185	112.871	13.0419	18.5243
ARSB	ARSB	3.859	6.75066	5.03976	6.84372	7.90463	8.15801	8.54229	5.59923	4.86384	6.18298	2.69535	6.1588	5.84934	3.67871	5.05628	13.2009	3.39455	8.88	5.61887	7.92931	5.49331	11.1151	12.8765	7.74936
ARSD	ARSD	10.2875	29.6821	6.3244	6.39959	6.24702	9.57009	12.4499	8.69649	6.32489	8.64053	3.26507	6.83235	12.8748	11.8731	13.4104	12.8972	7.78223	10.8155	6.33823	11.3128	9.03189	10.5467	5.46249	22.9809
ARSG	ARSG	0.976573	1.08707	1.85274	3.43049	1.26261	3.14316	2.52202	5.25631	2.80959	2.97374	4.33765	2.98402	5.03083	3.70278	0.593212	5.15212	2.71813	2.41584	6.16061	8.44606	3.96241	5.2003	1.91651	2.60045
ARSI	ARSI	0.334462	0.507818	0.448646	10.9504	6.74078	1.98388	0.156019	8.58593	0.696469	4.54103	0.203455	1.00987	0.161608	0.164	0.399173	7.35186	5.83732	8.39755	1.63914	0.240047	0.210699	7.43264	0.177614	1.15986
ARSJ	ARSJ	0.542479	4.50744	5.04965	4.78385	0.821705	0.74197	0.284676	2.45547	1.09589	5.00268	0.292724	3.16292	1.288	2.71209	2.35624	0.979054	4.05534	0.230169	0.089213	0.198129	0.422981	3.01851	1.85403	0.69323
ARSK	ARSK	2.67042	3.59043	3.05053	1.74268	2.04552	3.39588	1.74639	2.80602	1.50393	6.69727	1.89168	4.72409	5.16832	2.18793	1.53736	2.63897	4.774	3.73545	6.10995	10.1504	2.64494	2.84335	3.67575	3.48357
ARV1	ARV1	18.0328	26.0369	7.34454	13.0188	11.2214	35.7464	16.2648	32.5017	9.81919	12.9502	11.3701	11.5897	17.647	14.1793	19.5988	24.8069	25.3999	17.0406	24.1192	37.2842	22.3931	18.8834	22.1099	7.46346
ARVCF	ARVCF	22.9418	2.54141	4.0552	17.0204	2.93496	3.22949	6.02328	1.64876	3.86833	2.71136	3.36431	4.8417	6.11077	6.34947	3.13639	1.91377	3.39619	5.20431	4.51309	3.01573	4.44219	2.80249	0.743257	1.42321
AS3MT	AS3MT	12.4732	0.522706	0.22474	4.24779	1.64116	0.512475	6.27937	5.18235	1.03246	0.429132	1.17595	68.4348	4.13278	0.913761	0.844113	1.12641	0.147737	0.50568	1.9941	0.0890496	0.927241	0.917662	4.36235	2.62628
ASAH1	ASAH1	47.509	311.032	24.8419	124.072	756.468	552.916	568.287	144.967	140.863	67.7448	47.9983	123.122	292.466	222.499	126.726	201.872	349.207	329.49	744.269	587.077	443.289	321.316	297.148	304.74
ASAP1	ASAP1	11.619	21.5773	15.6821	24.824	24.4202	34.331	17.5399	24.1345	13.0011	15.9659	10.5771	23.0029	16.9766	50.6918	11.6357	24.4104	45.2128	17.3941	13.0969	26.5099	19.2227	10.6127	16.7794	60.7883
ASAP2	ASAP2	6.22466	4.15344	14.1262	12.3078	4.19168	5.24637	16.2483	11.399	2.49319	15.9085	1.47553	7.37611	11.6442	7.77773	13.1711	14.0001	8.59662	13.3039	6.17039	9.84628	4.97648	3.32948	4.32359	8.57444
ASAP3	ASAP3	9.69238	1.80501	1.21047	10.4784	3.03754	2.73221	5.95475	6.68694	5.71441	4.6394	3.2381	7.75064	3.8373	2.92028	1.66113	2.66987	0.966406	3.63508	2.4237	0.907855	0.550145	1.11715	3.66534	2.96009
ASB1	ASB1	15.2279	8.05766	21.5057	4.03119	13.4772	7.22778	16.063	8.72543	13.1652	6.1508	13.6047	9.54695	7.54185	7.75607	8.74396	11.0152	10.2113	7.65278	6.52479	10.019	7.98288	5.17125	10.586	8.86893
ASB13	ASB13	17.4095	7.95519	4.37592	8.16771	5.37698	11.1343	12.5955	7.5369	17.7222	7.23479	14.9314	9.3943	8.85543	6.86825	12.0753	8.09141	6.83467	5.99003	3.88099	17.3082	3.34104	5.42369	5.6653	2.7422
ASB16-AS1	ASB16-AS1	10.1858	7.83568	2.48068	1.13287	2.83352	4.0198	5.5421	1.07432	5.71379	6.32111	11.3572	3.52099	5.08875	5.038	5.16816	3.35045	6.47311	3.4513	3.60565	3.77853	1.77204	5.06323	5.60218	4.51787
ASB6	ASB6	7.69297	9.3695	16.7508	6.79108	5.92394	8.60877	12.9298	6.84659	6.66847	4.75613	9.65536	10.1787	10.6019	9.79957	5.82386	5.69523	7.40927	8.4092	12.7318	16.4883	7.10555	7.43318	9.56757	7.64858
ASB7	ASB7	2.74942	4.07984	4.83212	4.79604	2.54836	3.57859	2.55682	3.6508	2.84121	4.29885	4.05296	3.96343	4.57103	6.11717	4.02308	1.85094	5.41383	3.59107	6.01957	4.65356	5.1334	2.98567	4.22016	4.66095
ASB8	ASB8	10.1367	9.00497	5.2086	7.60111	8.05896	12.0052	11.6167	11.5681	9.96222	14.4133	11.9315	8.46607	10.9652	6.07926	12.2204	9.96171	10.9643	11.8106	11.7745	8.4397	8.06704	10.4773	9.6691	12.7596
ASB9	ASB9	1.66037	28.6984	0.748673	15.6518	31.7718	12.4762	6.88771	17.3461	4.4737	2.99973	0.869064	4.01819	4.50403	36.0947	23.5309	17.5636	17.5881	9.7575	7.94787	8.34115	15.921	22.9775	47.8386	16.2115
ASCC1	ASCC1	12.8922	8.97708	12.4666	10.3323	8.56858	14.1258	16.7518	17.6734	9.85273	10.8922	12.3519	15.784	16.1935	9.62746	10.2004	8.9604	11.2358	10.2071	15.4953	21.9738	9.40297	8.04412	8.64038	8.9821
ASCC2	ASCC2	23.5407	25.8328	21.2599	14.6208	21.1647	19.1008	33.0816	14.03	24.6765	17.8446	31.0619	23.8886	28.91	23.0627	13.9981	16.3095	21.0805	21.5192	56.0992	24.6101	34.1428	22.9834	18.8847	35.9144
ASCC3	ASCC3	12.9275	8.36379	9.40677	7.33329	5.49511	5.19119	17.359	10.3256	5.67376	5.66494	8.65688	13.0684	3.49661	9.21667	6.28694	6.46507	4.27744	7.88671	4.15245	11.8161	8.3887	5.25105	5.74279	25.427
ASF1A	ASF1A	14.6261	9.57886	13.5453	6.5343	6.94276	4.80906	7.4462	12.5231	7.04906	9.46212	11.2358	10.6318	4.38347	8.97744	9.28142	3.35828	3.87505	7.76822	8.19259	11.7248	4.72148	4.42611	3.9529	14.5676
ASF1B	ASF1B	17.3221	15.1786	34.5384	10.1354	4.66313	8.19525	6.52675	13.3701	3.80175	9.44829	9.03215	7.42165	19.2734	10.1169	10.3664	8.47905	6.90988	9.28868	15.0174	6.34007	8.19215	8.77987	11.1682	6.59858
ASH1L	ASH1L	4.72681	3.97781	2.95151	12.8082	3.10722	7.99222	5.34551	3.71412	4.07516	5.99157	5.97435	5.88254	8.9102	8.09989	5.35089	8.76521	16.3709	6.43392	3.93503	5.56355	5.80465	4.23755	6.03327	13.7063
ASH1L-AS1	ASH1L-AS1	11.6546	2.3618	0.548161	1.74802	1.47322	1.30951	4.07916	1.32784	1.66519	1.07508	2.45142	2.49333	1.37041	0.912984	1.46136	1.27127	2.71274	1.34542	1.25251	1.16198	1.5133	2.34737	2.73446	2.46335
ASH2L	ASH2L	27.9953	35.8309	15.1358	19.576	18.0546	28.365	26.1639	26.6093	17.8217	22.0228	22.0898	20.4005	22.8268	39.652	23.4867	20.5094	43.0892	37.7058	15.3862	38.6643	24.6263	20.7232	21.1467	48.1163
ASIC1	ASIC1	1.92721	0.431876	1.42607	1.00085	0.522439	0.656972	1.43524	1.52456	0.901369	0.340844	0.551301	0.370079	4.08605	1.96612	0.27445	1.50786	5.96751	0.504201	0.439268	1.63905	0.435521	0.884266	1.2842	1.15984
ASL	ASL	19.9223	15.186	27.4955	16.5139	13.2223	18.6364	21.0668	14.0894	14.9621	20.1424	13.7012	10.2973	16.7439	23.5051	30.3021	24.1406	5.93733	20.5547	21.6513	16.7688	11.4535	14.5611	15.7066	7.16877
ASMTL	ASMTL	19.0649	14.3024	20.2568	10.2508	12.1803	8.78222	17.2643	12.8913	19.8604	14.278	22.7182	8.95505	12.7621	11.7494	7.59046	9.67861	6.29666	10.7533	6.22947	18.0717	5.92715	6.99226	5.53435	18.1643
ASNA1	ASNA1	66.2625	62.79	93.527	33.406	39.966	57.562	28.709	60.785	34.4761	52.8317	32.6162	38.7639	67.2381	33.9529	35.2998	64.6143	37.0294	47.9832	96.2743	45.3558	29.2258	51.2259	43.5454	33.9593
ASNS	ASNS	28.4668	11.2645	21.2041	3.01186	9.11571	5.67452	3.7648	13.532	7.63952	30.6244	20.0839	7.77146	23.1373	19.3757	9.69753	4.6447	12.6128	4.32724	44.9437	4.73175	6.46712	10.4846	2.69721	13.6003
ASNSD1	ASNSD1	23.2949	11.6624	25.6687	24.8634	19.5672	16.0546	24.6507	37.4678	14.7055	22.2355	15.8454	24.7926	27.0848	22.7381	21.7915	21.6584	22.5826	18.0831	15.4559	33.8531	17.779	15.0795	15.5451	29.5255
ASPH	ASPH	27.6888	87.1091	74.9435	90.3549	59.7313	169.369	53.3774	46.2667	20.3069	74.5402	15.7783	87.0639	35.494	102.422	61.962	38.4127	60.8733	37.1479	30.9417	43.3918	33.2901	53.0064	38.2555	71.1446
ASPHD1	ASPHD1	1.69402	2.10709	2.85154	4.08056	0.332582	3.69469	3.32948	4.64012	0.722914	1.58595	0.349848	1.1717	3.48217	3.06816	2.50733	3.25686	2.33639	2.7664	128.352	7.76721	2.17218	9.64077	5.34134	0.874388
ASPHD2	ASPHD2	1.6557	1.7177	2.73918	1.37135	2.63603	2.06258	0.530337	1.27838	1.61938	1.4054	3.22457	0.645057	0.566715	1.18765	2.45741	1.06472	1.47343	2.99173	1.45013	0.694524	0.501058	2.35722	1.96534	0.810944
ASPM	ASPM	7.46064	6.52597	6.63786	10.5572	2.25967	3.12987	6.19852	7.84159	1.25612	3.47885	1.90309	4.61732	8.22466	4.7982	8.28567	4.5041	4.78257	2.25411	2.84113	3.68603	3.58351	1.81661	4.48804	6.08583
ASPN	ASPN	0.323998	7.68831	0.582333	147.303	3.32666	5.62624	3.80808	5.36961	20.2083	4.49405	3.43545	4.17598	3.226	0.490843	5.24035	1.00472	0.364572	3.59673	1.33106	16.2301	1.27711	1.49504	0.346265	4.37503
ASPRV1	ASPRV1	0.773708	0.242978	0.114965	0.72035	0.47705	0.170723	0.603725	149.253	0.836075	2.09733	1.06538	0.402831	0.251417	1.46608	1.40763	0.0782475	0.665956	0.386388	0.707227	0.219737	0.282935	0.117939	0.284055	0.308373
ASPSCR1	ASPSCR1	30.7727	30.4749	17.6514	13.5408	19.8125	25.96	25.8513	9.79495	21.0121	18.4803	21.6138	14.5648	23.9586	15.6844	16.6285	22.362	17.5225	13.3098	36.424	14.1302	23.624	19.501	19.2521	25.6875
ASRGL1	ASRGL1	9.63895	1.7946	1.00894	2.2991	8.2398	4.99865	22.9441	2.48188	4.53541	3.94803	2.39521	6.20218	3.8631	6.45333	12.6858	13.7754	3.60397	4.51939	24.1121	4.95115	4.07869	4.38623	6.7854	2.23422
ASS1	ASS1	2.4747	5.32663	3.06742	19.0372	6.88489	2.99352	2.80715	17.7009	14.5243	5.11471	22.8309	82.1271	2.30631	3.19004	58.6167	6.02877	0.305445	2.4063	0.558038	0.608985	2.00643	3.02882	21.34	1.60817
ASTE1	ASTE1	6.13384	2.40546	2.85048	1.98566	2.41548	2.41121	5.03255	2.95132	3.90589	5.26976	3.74936	1.91163	3.34673	2.93015	3.10559	2.71827	4.4125	4.84347	3.73529	3.38718	3.28969	2.78649	3.42311	4.42601
ASTN2	ASTN2	3.699	1.77637	1.67809	1.99416	4.10052	3.22146	8.78852	4.24996	1.33584	1.98518	1.25669	6.97665	2.89412	6.07505	0.875798	4.26092	4.02478	2.2949	2.27689	7.48504	2.59132	1.83855	21.5007	6.51148
ASUN	ASUN	8.4198	16.8713	16.4653	13.8654	16.7727	15.874	18.1154	28.3637	8.12056	11.1216	12.7746	13.9784	27.3632	15.2738	18.5085	12.981	31.5729	13.5028	29.8354	41.2853	22.6767	34.9861	10.6457	44.4329
ASXL1	ASXL1	35.5827	7.13356	21.8727	32.5493	17.2159	17.4832	17.9826	13.4618	15.6302	17.6558	23.9434	21.2324	31.8912	28.4731	21.0757	24.2159	20.9448	15.7737	27.2985	17.2351	14.7946	16.1339	20.9292	26.6182
ASXL2	ASXL2	2.04417	2.96234	5.72721	8.69583	4.29694	5.655	7.14357	8.15675	3.43994	5.00714	5.35226	5.39631	6.23683	5.72096	4.28072	5.87843	5.76647	9.619	4.4932	7.64418	5.08515	4.30466	4.39164	3.41728
ATAD1	ATAD1	10.606	15.8162	21.02	17.5966	13.7731	25.2189	28.1822	41.0436	7.84268	11.3151	10.8274	19.8175	27.1771	19.0868	18.5598	22.829	33.0541	13.5616	25.9478	65.3287	22.4441	17.1319	7.27705	1.3499
ATAD2	ATAD2	13.7867	10.2385	7.9455	17.4704	5.02188	12.2666	7.20466	12.2663	2.51947	5.51575	5.03437	7.94064	11.1197	12.6318	9.62748	8.57362	9.65478	8.42295	8.09341	7.21334	5.1228	5.23941	8.47626	35.7988
ATAD2B	ATAD2B	2.92322	1.18088	1.08751	4.89998	1.52335	1.39658	2.45634	2.14706	2.49904	2.2554	4.9363	3.238	2.82202	1.47844	3.58092	1.19719	1.7621	2.6922	0.951568	2.3752	1.98257	1.4029	1.75644	2.51742
ATAD3A	ATAD3A	34.0028	17.3033	48.7151	11.9978	12.1009	17.0468	25.2515	14.6496	8.26399	12.7308	12.1733	15.0079	17.8435	17.8821	10.1457	19.2064	10.4686	11.8209	28.4908	13.2275	11.5063	9.18144	14.572	17.9699
ATAD3B	ATAD3B	22.5674	7.63204	20.4441	12.2397	7.81422	9.42217	18.007	4.97971	7.41065	4.70971	13.9006	8.98462	12.6483	15.6066	9.77083	7.73095	5.74922	7.05965	20.3752	6.41479	7.82571	5.17085	5.77712	11.5714
ATAD3C	ATAD3C	2.55858	0.617842	1.39052	0.725067	1.62738	0.832148	1.19571	0.544546	1.49464	1.38099	1.71573	1.14337	0.537519	0.901999	0.594937	0.544443	0.99769	0.417414	0.890183	0.506685	0.491161	0.293019	0.904652	0.73776
ATAD5	ATAD5	2.74838	0.76752	0.906756	2.05403	0.572	1.45492	1.43803	0.862603	0.578516	0.868185	1.36163	0.938843	1.0952	1.3628	1.41538	0.751223	0.967727	1.00535	1.29995	0.673381	0.812249	0.687844	0.871199	3.95048
ATAT1	ATAT1	36.2202	7.79308	4.14174	3.76475	5.57587	11.9479	9.94125	1.31601	4.38678	5.42184	4.78779	8.92665	11.791	8.06409	10.6261	6.88608	12.6906	5.75069	6.4634	5.8537	12.2203	5.59652	4.63375	17.1561
ATE1	ATE1	4.7331	5.19165	19.3248	8.17293	5.92436	11.0258	18.0335	11.7723	4.31083	5.32494	5.78352	9.74907	10.5081	10.7149	7.08256	5.76969	8.54723	4.56482	11.3327	20.1437	8.50585	5.30791	5.09787	6.36018
ATF1	ATF1	11.3653	6.3405	11.8093	13.8884	9.48401	10.2701	13.7332	17.0845	9.19065	9.0845	11.8692	15.8276	12.4048	13.4468	12.9058	11.1616	9.71189	12.6088	19.8945	7.95309	9.50226	16.7102	10.8934	11.9036
ATF2	ATF2	16.2072	7.39227	13.5114	14.414	14.3888	13.3416	16.8402	13.503	9.88302	14.5032	11.4011	18.3555	15.7155	13.6923	18.5824	15.322	12.1617	14.3438	10.0765	15.0542	9.44245	10.7885	9.59373	19.6585
ATF3	ATF3	2.90498	3.52836	3.73766	33.485	19.4831	12.6376	3.54056	15.8537	11.5012	5.4007	10.3373	50.896	8.08827	3.90865	26.7774	13.272	13.2142	9.54288	9.97049	31.9779	1.90595	5.49736	4.37337	6.09294
ATF4	ATF4	143.47	138.521	126.906	194.065	192.325	181.955	128.522	158.497	141.594	201.863	198.164	181.016	288.772	251.046	173.271	143.545	389.429	114.005	319.94	517.446	573.215	253.712	127.185	171.534
ATF4P3	ATF4P3	6.69509	7.63874	5.03696	7.83507	9.36637	8.55401	6.33855	6.4927	6.96709	8.82092	9.3284	7.55777	12.6244	10.4008	7.76944	6.25225	19.4235	5.02832	14.4418	21.497	26.7839	11.403	5.78339	7.49977
ATF4P4	ATF4P4	1.36695	1.39717	1.02372	1.84918	1.81918	1.53102	1.20715	1.7791	1.11495	1.95761	1.87527	1.49811	3.01159	2.11318	1.9053	1.27122	4.192	1.09645	2.71226	5.72383	6.05285	2.42305	1.1759	1.9967
ATF5	ATF5	11.9067	18.4666	36.6891	10.293	26.7447	19.2266	7.07077	14.2301	30.3699	19.7185	28.0509	23.1209	6.67645	15.0637	29.6132	9.01137	5.40924	95.0599	10.346	16.1414	7.76316	43.7759	47.4472	11.9734
ATF6	ATF6	8.42497	11.0381	6.89169	8.84076	6.71823	13.0582	13.5104	8.99735	5.55865	10.9536	5.79573	15.0636	13.812	6.69316	7.65195	18.5961	21.7731	12.4451	6.89415	13.457	11.4263	11.8289	11.1568	16.5734
ATF6B	ATF6B	62.8218	58.4399	26.4189	20.8844	34.2059	104.942	36.9872	24.4915	37.5102	90.5464	54.008	29.4526	58.2631	38.6107	34.4404	65.9737	45.7382	68.7836	36.9145	37.8741	64.7021	78.5631	35.1864	69.0246
ATF7	ATF7	5.75953	6.53897	8.94056	12.698	8.90637	14.8341	11.3486	11.6514	7.54769	13.0881	7.20878	13.3899	13.8883	8.12399	12.4495	12.9417	10.3669	10.5395	12.4954	7.33328	6.62492	13.3471	10.9468	12.4601
ATF7IP	ATF7IP	5.22174	3.88514	14.0279	11.9599	11.2608	7.21683	14.3876	9.68483	9.03311	17.4862	12.4577	11.1367	11.5472	7.4273	6.0244	5.22146	8.01044	12.2026	9.95023	11.7009	4.23818	6.15313	10.6181	15.0158
ATG10	ATG10	7.54333	9.3175	3.76402	4.68624	4.74391	10.3212	6.42233	6.65815	4.07013	5.93857	4.71413	5.61903	7.41662	8.76808	6.88142	8.25019	10.9045	4.47989	8.38499	13.7637	8.79341	8.3762	4.37916	9.56866
ATG13	ATG13	38.4097	13.6553	45.581	18.4792	31.3983	29.8107	23.96	25.8671	23.5012	48.1394	25.123	33.1644	22.6601	21.6708	24.7748	28.3378	32.0293	26.8	23.1563	33.313	17.8757	17.6399	23.4164	23.2386
ATG14	ATG14	5.65249	3.54916	6.3688	6.05586	4.54769	6.98303	6.88078	5.42364	4.06261	6.51488	4.83685	2.93667	7.05309	7.16946	4.48132	4.10749	7.72593	4.42853	7.85417	8.67635	4.82432	5.19474	2.33909	7.79678
ATG16L1	ATG16L1	7.26975	4.49566	7.71684	6.42644	6.57781	6.26808	11.5727	10.7992	7.5984	16.421	13.2921	7.94719	7.27292	8.23254	10.0012	7.95302	8.12337	12.3055	8.18355	10.1904	4.57761	6.26922	7.02894	11.762
ATG16L2	ATG16L2	11.7396	4.84186	7.62536	11.6938	6.10605	5.24915	4.27915	1.416	32.3079	5.77994	40.874	5.04953	5.16899	3.79693	13.6042	1.86961	3.57681	7.30915	2.34589	3.22436	2.25847	4.27299	6.52592	2.54808
ATG2A	ATG2A	8.3436	3.18094	8.33396	3.77211	5.55006	8.95211	9.26246	4.79354	4.64409	6.1105	7.41897	4.28824	4.08999	9.58719	6.47963	4.29034	3.92885	8.26073	10.2169	6.78323	2.20143	5.08187	6.21631	5.07904
ATG2B	ATG2B	2.80664	2.981	4.29265	6.11042	2.88633	3.18204	4.24824	3.45267	2.81994	4.70344	4.37072	4.08311	3.71512	5.04435	2.94586	3.7729	5.12523	4.40891	2.56754	2.69056	4.06894	2.6109	3.15135	7.34504
ATG3	ATG3	44.0374	30.1756	66.6589	22.1904	37.6942	33.8397	31.1918	42.3174	26.1738	32.6183	29.6868	36.1696	31.1773	25.9196	43.9677	34.8007	23.4166	70.2774	46.4736	42.3576	31.2359	43.3788	44.0024	34.4167
ATG4A	ATG4A	4.4564	5.47206	5.5317	6.4806	5.47363	5.21433	5.88215	7.45887	4.08932	5.99765	6.21768	6.39036	3.13712	3.13404	8.50817	8.5013	3.33641	6.63081	6.5888	5.94432	3.96325	4.86137	6.95278	5.6006
ATG4B	ATG4B	57.5387	15.9327	22.0681	17.1412	28.6342	23.6418	31.5439	39.2881	21.9187	23.2972	30.8034	25.2946	31.7928	27.1164	25.1377	29.5954	18.8384	21.9114	18.6795	37.6176	24.4982	19.7338	15.4898	25.2445
ATG4C	ATG4C	5.42461	4.57134	5.72841	8.00746	9.8052	11.0119	6.62011	7.54425	6.41099	5.81243	6.4838	5.96061	5.81312	8.91827	5.69764	4.81235	8.30414	5.22836	11.0504	10.9682	5.16797	5.28582	4.46057	8.09523
ATG4D	ATG4D	14.7705	19.7195	12.6311	7.5588	8.59072	15.7401	9.99079	9.9261	13.635	13.5622	20.5365	12.1764	18.9592	11.2527	16.0696	15.4186	12.1853	10.5548	20.0694	17.9074	7.94327	9.65853	18.8449	9.58623
